xmin,ymin,xmax,ymax,label,score,geometry,area,x,y
0.0,0.0,13.0,35.0,Tree,0.23037730157375336,"POLYGON ((13 0, 13 35, 0 35, 0 0, 13 0))",455.0,6.5,17.5
174.0,0.0,210.0,9.0,Tree,0.22249145805835724,"POLYGON ((210 0, 210 9, 174 9, 174 0, 210 0))",324.0,192.0,4.5
127.0,591.0,185.0,599.0,Tree,0.1815032958984375,"POLYGON ((185 591, 185 599, 127 599, 127 591, 185 591))",464.0,156.0,595.0
524.0,287.0,547.0,311.0,Tree,0.17072415351867676,"POLYGON ((547 287, 547 311, 524 311, 524 287, 547 287))",552.0,535.5,299.0
2.0,578.0,63.0,600.0,Tree,0.16580167412757874,"POLYGON ((63 578, 63 600, 2 600, 2 578, 63 578))",1342.0,32.5,589.0
566.0,188.0,600.0,263.0,Tree,0.11024121940135956,"POLYGON ((600 188, 600 263, 566 263, 566 188, 600 188))",2550.0,583.0,225.5
