xmin,ymin,xmax,ymax,label,score,geometry,area,x,y
0.0,96.5145,29.840258,142.36276,Tree,0.29175496,"POLYGON ((29.84025764465332 96.5145034790039, 29.84025764465332 142.36276245117188, 0 142.36276245117188, 0 96.5145034790039, 29.84025764465332 96.5145034790039))",1368.1239,14.920129,119.43863
110.43259,0.0,140.45418,13.210928,Tree,0.2629825,"POLYGON ((140.4541778564453 0, 140.4541778564453 13.210927963256836, 110.43258666992188 13.210927963256836, 110.43258666992188 0, 140.4541778564453 0))",396.61307,125.44338,6.605464
0.3139794,174.92499,13.813562,222.27814,Tree,0.16631849,"POLYGON ((13.813562393188477 174.92498779296875, 13.813562393188477 222.27813720703125, 0.3139793872833252 222.27813720703125, 0.3139793872833252 174.92498779296875, 13.813562393188477 174.92498779296875))",639.2478,7.0637712,198.60156
312.42264,0.0655911,345.07648,14.51455,Tree,0.10537381,"POLYGON ((345.07647705078125 0.0655910968780518, 345.07647705078125 14.51455020904541, 312.4226379394531 14.51455020904541, 312.4226379394531 0.0655910968780518, 345.07647705078125 0.0655910968780518))",471.814,328.74957,7.2900705
